,population_den,Area,female_per,children_living_with_single_parents,owner_occupied,some_college_more,dropped_out_schoolOrCollege,sep_wid_div,unemp,debt_housing_units,housing_retirement_income,females_per_tier1_jobs,household_income_less_than_20k,household_size_greater_than_equal_3,age_35_to_54,family_household,household_self_emp,hh_dividends,yr_built,electricity_cost_per,gross_rent,pool_publicTransport,bike
"Block Group 1, Census Tract 114, Garland County, Arkansas",2604.90,0.25,0.63,1.00,84,0.59,0.26,0.24,0.02,0.45,0.14,0.18,0.70,0.42,0.29,0.69,0.07,0.08,1956.00,0.55,0.36,0.34,0.00
"Block Group 2, Census Tract 114, Garland County, Arkansas",3980.90,0.32,0.56,0.37,249,0.55,0.00,0.22,0.03,0.59,0.12,0.24,0.81,0.42,0.14,0.60,0.04,0.04,1946.00,0.28,0.09,0.12,0.00
"Block Group 3, Census Tract 114, Garland County, Arkansas",3062.40,0.39,0.53,0.86,249,0.31,0.22,0.40,0.01,0.37,0.24,0.22,0.74,0.41,0.24,0.54,0.08,0.06,1956.00,0.45,0.20,0.30,0.00
"Block Group 1, Census Tract 115, Garland County, Arkansas",887.90,0.70,0.46,0.92,173,0.38,0.66,0.39,0.01,0.34,0.39,0.33,0.45,0.15,0.13,0.54,0.00,0.02,1947.00,0.44,0.20,0.20,0.00
"Block Group 2, Census Tract 115, Garland County, Arkansas",3459.80,0.28,0.31,0.44,78,0.61,0.00,0.13,0.17,0.58,0.04,0.42,0.77,0.26,0.26,0.39,0.02,0.10,0.00,0.47,0.31,0.09,0.01
"Block Group 3, Census Tract 115, Garland County, Arkansas",2600.90,0.27,0.52,0.58,142,0.31,0.00,0.26,0.04,0.44,0.16,0.40,0.74,0.25,0.18,0.57,0.05,0.11,1942.00,0.35,0.30,0.14,0.00
"Block Group 1, Census Tract 116.01, Garland County, Arkansas",1034.10,0.99,0.53,0.42,202,0.53,0.00,0.15,0.05,0.42,0.04,0.50,0.74,0.62,0.19,0.63,0.07,0.03,1968.00,0.76,0.45,0.07,0.00
"Block Group 2, Census Tract 116.01, Garland County, Arkansas",340.10,4.67,0.48,0.53,625,0.74,0.00,0.16,0.06,0.54,0.14,0.78,0.88,0.35,0.22,0.75,0.18,0.25,1983.00,0.36,0.00,0.06,0.00
"Block Group 3, Census Tract 116.01, Garland County, Arkansas",953.50,1.50,0.60,0.45,381,0.67,0.00,0.36,0.01,0.74,0.25,0.26,0.77,0.22,0.15,0.57,0.11,0.14,1974.00,0.74,0.31,0.12,0.00
"Block Group 4, Census Tract 116.01, Garland County, Arkansas",973.60,0.95,0.48,0.15,230,0.72,0.39,0.13,0.00,0.68,0.11,0.55,0.92,0.62,0.22,0.78,0.11,0.25,1980.00,0.11,0.00,0.16,0.00
"Block Group 1, Census Tract 116.02, Garland County, Arkansas",381.30,4.49,0.63,0.84,452,0.80,0.00,0.27,0.02,0.82,0.24,0.42,0.97,0.48,0.24,0.93,0.12,0.28,1997.00,0.40,0.00,0.00,0.00
"Block Group 2, Census Tract 116.02, Garland County, Arkansas",550.70,1.51,0.59,0.54,257,0.49,0.00,0.36,0.01,0.52,0.44,0.15,0.87,0.13,0.12,0.60,0.00,0.32,1984.00,0.71,0.36,0.16,0.00
"Block Group 3, Census Tract 116.02, Garland County, Arkansas",1055.90,0.90,0.57,0.00,310,0.66,0.00,0.24,0.01,0.73,0.52,0.26,0.97,0.10,0.22,0.78,0.07,0.28,1991.00,0.40,0.00,0.07,0.00
"Block Group 4, Census Tract 116.02, Garland County, Arkansas",1043.40,1.47,0.49,0.10,511,0.60,0.00,0.16,0.02,0.50,0.21,0.46,1.00,0.16,0.26,0.74,0.06,0.35,1990.00,0.55,0.00,0.03,0.00
"Block Group 1, Census Tract 117.01, Garland County, Arkansas",2253.30,0.42,0.60,0.85,325,0.64,0.00,0.31,0.07,0.83,0.24,0.55,0.95,0.44,0.35,0.64,0.05,0.33,1983.00,0.66,0.00,0.23,0.00
"Block Group 2, Census Tract 117.01, Garland County, Arkansas",1143.20,0.98,0.50,1.00,396,0.62,0.00,0.45,0.00,0.38,0.25,0.36,0.79,0.35,0.27,0.55,0.11,0.33,1989.00,0.44,0.00,0.10,0.00
"Block Group 3, Census Tract 117.01, Garland County, Arkansas",1628.20,0.33,0.45,0.00,29,0.76,0.00,0.15,0.09,1.00,0.15,0.33,0.60,0.34,0.02,0.68,0.00,0.16,2008.00,1.00,0.40,0.13,0.00
"Block Group 4, Census Tract 117.01, Garland County, Arkansas",981.10,0.67,0.55,,280,0.71,0.00,0.28,0.00,0.38,0.74,0.70,0.82,0.00,0.06,0.62,0.00,0.48,1983.00,0.69,0.31,0.00,0.00
"Block Group 1, Census Tract 117.02, Garland County, Arkansas",2088.20,0.81,0.41,0.03,295,0.38,0.59,0.12,0.05,0.86,0.02,0.20,0.74,0.60,0.26,0.59,0.08,0.16,1955.00,0.60,0.50,0.25,0.00
"Block Group 1, Census Tract 118.01, Garland County, Arkansas",1002.40,1.01,0.63,,367,0.50,0.00,0.14,0.01,0.76,0.46,0.51,0.87,0.07,0.20,0.61,0.09,0.33,1981.00,0.57,0.00,0.07,0.00
"Block Group 2, Census Tract 118.01, Garland County, Arkansas",1083.00,1.07,0.61,0.50,349,0.58,0.00,0.37,0.00,0.64,0.24,0.77,0.97,0.22,0.23,0.43,0.18,0.10,1991.00,0.67,0.00,0.15,0.00
"Block Group 1, Census Tract 118.02, Garland County, Arkansas",1238.60,0.53,0.56,0.00,206,0.64,0.00,0.18,0.00,0.60,0.51,0.47,0.92,0.06,0.10,0.72,0.10,0.32,1981.00,0.51,0.15,0.04,0.00
"Block Group 2, Census Tract 118.02, Garland County, Arkansas",1297.80,0.62,0.53,0.00,34,0.44,0.00,0.47,0.00,0.00,0.05,0.00,0.47,0.25,0.35,0.32,0.35,0.00,1974.00,0.61,0.44,0.08,0.00
"Block Group 3, Census Tract 118.02, Garland County, Arkansas",1160.80,0.65,0.55,0.00,293,0.56,0.00,0.29,0.00,0.53,0.19,0.81,0.77,0.01,0.26,0.53,0.17,0.20,1970.00,0.44,0.17,0.08,0.00
"Block Group 1, Census Tract 119.01, Garland County, Arkansas",283.70,4.92,0.52,0.37,450,0.67,0.00,0.21,0.05,0.50,0.27,0.49,0.72,0.43,0.17,0.78,0.16,0.27,2001.00,0.67,0.54,0.17,0.00
"Block Group 2, Census Tract 119.01, Garland County, Arkansas",973.50,0.90,0.58,1.00,189,0.27,0.00,0.18,0.00,0.75,0.26,0.20,0.88,0.37,0.29,0.72,0.37,0.23,2006.00,0.45,0.46,0.00,0.00
"Block Group 3, Census Tract 119.01, Garland County, Arkansas",935.90,0.95,0.56,0.00,243,0.48,0.00,0.64,0.00,0.36,0.29,0.57,0.92,0.10,0.29,0.66,0.00,0.36,1987.00,0.70,0.05,0.00,0.00
"Block Group 1, Census Tract 119.02, Garland County, Arkansas",184.80,5.53,0.47,0.00,399,0.87,0.00,0.17,0.06,0.60,0.47,0.76,1.00,0.24,0.28,0.78,0.16,0.44,1982.00,0.51,0.00,0.00,0.00
"Block Group 2, Census Tract 119.02, Garland County, Arkansas",63.20,16.43,0.46,0.00,403,0.65,0.00,0.20,0.03,0.74,0.24,0.38,0.91,0.23,0.16,0.73,0.05,0.18,1987.00,0.57,1.00,0.07,0.00
"Block Group 1, Census Tract 120.01, Garland County, Arkansas",749.00,2.35,0.49,0.00,753,0.74,0.00,0.28,0.01,0.33,0.53,0.30,0.71,0.12,0.16,0.60,0.06,0.23,1979.00,0.99,0.50,0.06,0.00
"Block Group 2, Census Tract 120.01, Garland County, Arkansas",45.10,33.43,0.61,0.26,514,0.64,0.00,0.33,0.00,0.51,0.67,0.57,0.91,0.10,0.16,0.59,0.02,0.21,1989.00,0.95,0.06,0.00,0.00
"Block Group 3, Census Tract 120.01, Garland County, Arkansas",3.90,79.03,0.48,1.00,198,0.45,0.00,0.43,0.07,0.00,0.48,0.57,0.55,0.07,0.22,0.47,0.00,0.20,1999.00,0.66,,0.17,0.00
"Block Group 4, Census Tract 120.01, Garland County, Arkansas",5.50,104.96,0.45,0.00,175,0.27,0.00,0.25,0.00,0.38,0.39,0.57,0.80,0.36,0.18,0.59,0.22,0.10,1991.00,0.64,0.00,0.00,0.00
"Block Group 1, Census Tract 120.02, Garland County, Arkansas",266.10,8.08,0.57,0.37,902,0.78,0.00,0.28,0.00,0.34,0.49,0.63,0.88,0.16,0.10,0.58,0.03,0.36,1989.00,0.95,0.00,0.00,0.00
"Block Group 2, Census Tract 120.02, Garland County, Arkansas",455.60,4.07,0.42,0.09,895,0.73,0.32,0.25,0.04,0.51,0.63,0.77,0.89,0.18,0.09,0.60,0.06,0.39,1981.00,0.99,0.09,0.11,0.00
"Block Group 1, Census Tract 4701, Grant County, Arkansas",16.40,95.03,0.57,0.09,470,0.51,0.00,0.13,0.00,0.19,0.35,0.26,0.73,0.56,0.35,0.79,0.00,0.34,1990.00,0.69,0.11,0.05,0.00
"Block Group 2, Census Tract 4701, Grant County, Arkansas",20.30,79.03,0.50,0.08,658,0.40,0.00,0.21,0.01,0.52,0.20,0.50,0.74,0.27,0.30,0.55,0.08,0.15,1995.00,0.64,0.00,0.01,0.00
"Block Group 3, Census Tract 4701, Grant County, Arkansas",19.50,75.57,0.57,0.00,458,0.53,0.00,0.18,0.01,0.56,0.14,0.62,0.93,0.60,0.27,0.78,0.09,0.17,1991.00,0.69,0.00,0.08,0.00
"Block Group 1, Census Tract 4702, Grant County, Arkansas",30.30,63.64,0.47,0.22,575,0.45,0.10,0.25,0.04,0.44,0.20,0.26,0.94,0.41,0.27,0.83,0.12,0.14,1990.00,0.49,0.10,0.11,0.00
"Block Group 2, Census Tract 4702, Grant County, Arkansas",20.30,64.92,0.43,0.17,348,0.40,0.07,0.19,0.04,0.66,0.25,0.38,0.87,0.44,0.34,0.77,0.13,0.14,1995.00,0.75,0.00,0.02,0.00
"Block Group 1, Census Tract 4703, Grant County, Arkansas",14.10,134.93,0.48,0.18,483,0.45,0.09,0.14,0.04,0.36,0.23,0.53,0.87,0.47,0.21,0.80,0.10,0.14,1979.00,0.46,0.21,0.09,0.00
"Block Group 2, Census Tract 4703, Grant County, Arkansas",11.70,58.43,0.42,0.00,262,0.38,0.00,0.13,0.01,0.65,0.11,0.69,0.93,0.32,0.28,0.69,0.05,0.01,1989.00,0.62,0.21,0.12,0.00
"Block Group 3, Census Tract 4703, Grant County, Arkansas",30.20,42.35,0.38,0.10,414,0.46,0.06,0.17,0.02,0.31,0.23,0.58,0.86,0.35,0.21,0.64,0.10,0.11,1980.00,0.50,0.20,0.02,0.00
"Block Group 1, Census Tract 4704.01, Grant County, Arkansas",292.90,4.91,0.46,0.26,476,0.72,0.32,0.18,0.00,0.43,0.62,0.62,0.79,0.23,0.26,0.57,0.03,0.18,1987.00,0.38,0.08,0.12,0.00
"Block Group 2, Census Tract 4704.01, Grant County, Arkansas",210.90,10.88,0.54,0.69,546,0.54,0.00,0.36,0.01,0.56,0.11,0.66,0.82,0.37,0.25,0.75,0.13,0.06,1986.00,0.55,0.21,0.01,0.00
"Block Group 1, Census Tract 4704.02, Grant County, Arkansas",1099.70,2.21,0.54,0.43,552,0.48,0.00,0.36,0.03,0.63,0.27,0.71,0.77,0.43,0.19,0.60,0.05,0.19,1983.00,0.35,0.31,0.21,0.00
"Block Group 1, Census Tract 4801, Greene County, Arkansas",17.70,55.62,0.44,0.31,351,0.36,0.00,0.12,0.04,0.35,0.13,0.39,0.92,0.33,0.28,0.84,0.11,0.15,2002.00,0.60,0.24,0.10,0.00
"Block Group 2, Census Tract 4801, Greene County, Arkansas",276.70,5.79,0.56,0.43,280,0.25,0.10,0.29,0.05,0.75,0.26,0.47,0.73,0.49,0.16,0.74,0.18,0.05,1981.00,0.49,0.24,0.14,0.00
"Block Group 3, Census Tract 4801, Greene County, Arkansas",7.40,71.84,0.54,0.35,219,0.38,0.00,0.29,0.07,0.19,0.17,0.34,0.81,0.13,0.14,0.61,0.09,0.19,1970.00,0.52,0.23,0.37,0.00
"Block Group 1, Census Tract 4802, Greene County, Arkansas",51.70,33.75,0.52,0.13,631,0.33,0.04,0.22,0.04,0.42,0.17,0.36,0.79,0.37,0.34,0.69,0.15,0.20,1991.00,0.54,0.02,0.10,0.00
"Block Group 2, Census Tract 4802, Greene County, Arkansas",131.40,9.83,0.55,0.10,419,0.60,0.00,0.21,0.02,0.62,0.17,0.59,0.86,0.37,0.25,0.68,0.06,0.25,2000.00,0.84,0.03,0.05,0.00
"Block Group 3, Census Tract 4802, Greene County, Arkansas",113.20,14.42,0.51,0.07,557,0.46,0.14,0.20,0.05,0.66,0.24,0.41,0.90,0.35,0.31,0.78,0.20,0.12,1988.00,0.79,0.22,0.09,0.00
"Block Group 1, Census Tract 4803, Greene County, Arkansas",25.50,70.79,0.50,0.12,607,0.49,0.00,0.33,0.01,0.38,0.17,0.66,0.92,0.54,0.34,0.85,0.14,0.16,1985.00,0.68,0.00,0.07,0.00
"Block Group 2, Census Tract 4803, Greene County, Arkansas",12.50,122.82,0.52,0.08,600,0.38,0.00,0.41,0.05,0.52,0.30,0.51,0.86,0.25,0.29,0.55,0.09,0.18,1991.00,0.63,0.00,0.03,0.00
"Block Group 1, Census Tract 4804.01, Greene County, Arkansas",579.00,3.14,0.52,0.28,262,0.41,0.11,0.24,0.03,0.63,0.48,0.43,0.63,0.25,0.18,0.64,0.10,0.13,2004.00,0.90,0.51,0.02,0.00
"Block Group 2, Census Tract 4804.01, Greene County, Arkansas",718.30,3.62,0.51,0.41,831,0.54,0.00,0.36,0.04,0.66,0.22,0.60,0.84,0.44,0.33,0.66,0.14,0.13,1998.00,0.91,0.16,0.08,0.00
"Block Group 1, Census Tract 4804.02, Greene County, Arkansas",4546.30,0.15,0.40,0.11,82,0.19,0.00,0.19,0.08,0.21,0.44,0.00,0.82,0.19,0.28,0.60,0.25,0.17,1992.00,0.69,0.16,0.32,0.00
"Block Group 2, Census Tract 4804.02, Greene County, Arkansas",2065.20,0.84,0.59,0.56,250,0.29,0.07,0.36,0.11,0.72,0.14,0.75,0.89,0.31,0.30,0.58,0.02,0.12,1974.00,0.67,0.11,0.12,0.00
"Block Group 1, Census Tract 4805.01, Greene County, Arkansas",740.30,1.82,0.50,0.15,314,0.43,0.00,0.15,0.02,0.63,0.20,0.43,0.93,0.46,0.27,0.82,0.16,0.12,2007.00,0.91,0.12,0.05,0.00
"Block Group 2, Census Tract 4805.01, Greene County, Arkansas",794.70,3.08,0.59,0.83,222,0.35,1.00,0.33,0.01,0.51,0.12,0.68,0.62,0.50,0.13,0.73,0.00,0.10,1979.00,0.93,0.45,0.13,0.00
"Block Group 3, Census Tract 4805.01, Greene County, Arkansas",968.70,0.24,0.53,0.46,29,0.20,0.00,0.09,0.09,0.48,0.00,0.64,0.86,0.53,0.19,1.00,0.18,0.00,1951.00,0.53,0.23,0.00,0.00
"Block Group 1, Census Tract 4805.02, Greene County, Arkansas",2704.90,0.22,0.75,,138,0.28,0.00,0.47,0.00,0.45,0.16,0.81,0.55,0.32,0.42,0.38,0.00,0.15,1971.00,0.50,0.13,0.15,0.00
"Block Group 2, Census Tract 4805.02, Greene County, Arkansas",3602.30,0.38,0.44,0.63,166,0.20,0.12,0.28,0.00,0.46,0.10,0.05,0.70,0.56,0.23,0.70,0.21,0.12,1971.00,0.51,0.28,0.10,0.00
"Block Group 3, Census Tract 4805.02, Greene County, Arkansas",768.90,1.79,0.45,0.53,252,0.41,0.00,0.43,0.02,0.83,0.06,0.56,0.81,0.47,0.40,0.66,0.03,0.03,2000.00,0.86,0.25,0.23,0.00
"Block Group 1, Census Tract 4806.01, Greene County, Arkansas",14.80,60.12,0.47,0.00,447,0.43,0.00,0.21,0.00,0.39,0.48,0.25,0.97,0.15,0.12,0.61,0.28,0.21,1972.00,0.31,0.00,0.08,0.00
"Block Group 2, Census Tract 4806.01, Greene County, Arkansas",107.80,15.50,0.48,0.23,454,0.47,0.00,0.15,0.02,0.50,0.14,0.79,0.77,0.38,0.23,0.87,0.03,0.17,1982.00,0.45,0.42,0.34,0.00
"Block Group 3, Census Tract 4806.01, Greene County, Arkansas",60.80,13.39,0.47,0.00,231,0.40,0.48,0.18,0.00,0.49,0.06,0.57,0.73,0.33,0.43,0.86,0.12,0.05,1995.00,0.44,0.00,0.28,0.00
"Block Group 1, Census Tract 4806.02, Greene County, Arkansas",63.30,46.27,0.48,0.20,914,0.60,0.00,0.10,0.09,0.75,0.22,0.66,0.92,0.47,0.34,0.93,0.16,0.17,2003.00,0.89,0.40,0.08,0.00
"Block Group 2, Census Tract 4806.02, Greene County, Arkansas",85.10,23.44,0.45,0.42,560,0.37,0.00,0.14,0.06,0.50,0.41,0.46,0.72,0.31,0.27,0.70,0.12,0.41,1988.00,0.65,0.12,0.10,0.00
"Block Group 1, Census Tract 4807, Greene County, Arkansas",464.00,1.81,0.38,0.32,192,0.22,0.09,0.39,0.11,0.49,0.11,0.75,0.60,0.39,0.32,0.65,0.07,0.11,1956.00,0.71,0.30,0.10,0.00
"Block Group 2, Census Tract 4807, Greene County, Arkansas",251.00,6.23,0.51,0.92,205,0.41,0.16,0.51,0.10,0.21,0.17,0.18,0.74,0.46,0.28,0.65,0.02,0.04,1984.00,0.82,0.22,0.11,0.00
"Block Group 1, Census Tract 4808.01, Greene County, Arkansas",983.60,1.54,0.47,0.04,562,0.64,0.00,0.16,0.04,0.64,0.34,0.75,0.98,0.30,0.20,0.70,0.18,0.28,1995.00,0.98,0.38,0.06,0.00
"Block Group 2, Census Tract 4808.01, Greene County, Arkansas",936.50,1.40,0.49,0.76,309,0.70,0.00,0.40,0.06,0.40,0.31,0.60,0.94,0.21,0.12,0.60,0.08,0.18,1991.00,0.84,0.06,0.06,0.00
"Block Group 3, Census Tract 4808.01, Greene County, Arkansas",1426.80,1.37,0.47,0.54,472,0.59,0.32,0.30,0.01,0.61,0.23,0.31,1.00,0.50,0.17,0.70,0.02,0.23,1979.00,0.64,0.00,0.18,0.00
"Block Group 1, Census Tract 4808.02, Greene County, Arkansas",3990.70,0.52,0.52,0.45,294,0.58,0.00,0.25,0.12,0.59,0.25,0.41,0.95,0.41,0.24,0.69,0.08,0.11,1971.00,0.73,0.05,0.13,0.00
"Block Group 2, Census Tract 4808.02, Greene County, Arkansas",212.00,3.31,0.64,0.00,238,0.65,0.00,0.25,0.02,0.71,0.43,0.51,0.93,0.26,0.23,0.63,0.06,0.64,1996.00,0.90,0.75,0.05,0.00
"Block Group 3, Census Tract 4808.02, Greene County, Arkansas",896.30,2.32,0.47,0.23,469,0.48,0.00,0.26,0.02,0.79,0.16,0.42,0.74,0.35,0.16,0.64,0.09,0.17,1998.00,0.92,0.22,0.15,0.00
"Block Group 1, Census Tract 4801.01, Hempstead County, Arkansas",18.30,84.20,0.60,0.57,369,0.34,0.22,0.09,0.02,0.34,0.24,0.63,0.88,0.43,0.18,0.88,0.18,0.18,1984.00,0.47,0.00,0.27,0.00
"Block Group 2, Census Tract 4801.01, Hempstead County, Arkansas",27.80,25.91,0.51,0.55,208,0.45,0.00,0.32,0.00,0.47,0.22,0.73,0.80,0.19,0.24,0.74,0.07,0.22,1979.00,0.38,0.05,0.03,0.00
"Block Group 1, Census Tract 4801.02, Hempstead County, Arkansas",10.30,128.21,0.51,0.14,374,0.56,0.07,0.26,0.02,0.33,0.08,0.60,0.86,0.29,0.27,0.63,0.15,0.22,1970.00,0.52,0.00,0.04,0.00
"Block Group 2, Census Tract 4801.02, Hempstead County, Arkansas",16.00,78.91,0.40,0.17,449,0.56,0.00,0.12,0.05,0.51,0.21,0.48,0.81,0.34,0.27,0.70,0.04,0.32,1991.00,0.70,0.00,0.12,0.00
"Block Group 1, Census Tract 4802, Hempstead County, Arkansas",10.40,99.80,0.38,0.68,358,0.43,0.00,0.41,0.01,0.22,0.33,0.37,0.92,0.30,0.17,0.54,0.04,0.20,1978.00,0.46,0.26,0.06,0.00
"Block Group 2, Census Tract 4802, Hempstead County, Arkansas",14.20,41.34,0.62,1.00,250,0.43,0.00,0.33,0.04,0.23,0.31,0.48,0.87,0.08,0.21,0.63,0.02,0.17,1976.00,0.68,0.00,0.12,0.00
"Block Group 3, Census Tract 4802, Hempstead County, Arkansas",16.80,54.05,0.58,0.22,329,0.48,0.00,0.16,0.08,0.40,0.24,0.69,0.78,0.43,0.30,0.68,0.27,0.02,1989.00,0.34,0.02,0.06,0.00
"Block Group 1, Census Tract 4803.01, Hempstead County, Arkansas",218.40,1.48,0.52,1.00,79,0.23,0.00,0.38,0.04,0.00,0.00,0.00,0.53,0.25,0.31,0.57,0.00,0.05,1964.00,0.53,0.00,0.00,0.00
"Block Group 2, Census Tract 4803.01, Hempstead County, Arkansas",631.60,1.20,0.62,0.00,150,0.27,0.00,0.56,0.00,0.05,0.19,0.37,0.48,0.19,0.19,0.48,0.00,0.00,1974.00,0.04,0.87,0.00,0.00
"Block Group 3, Census Tract 4803.01, Hempstead County, Arkansas",1719.50,0.28,0.53,0.00,102,0.17,0.00,0.21,0.08,0.21,0.00,0.00,0.65,0.08,0.30,0.46,0.00,0.00,1966.00,0.63,0.00,0.40,0.00
"Block Group 1, Census Tract 4803.02, Hempstead County, Arkansas",1568.90,0.35,0.33,0.00,152,0.36,0.00,0.12,0.01,0.95,0.11,0.11,0.92,0.54,0.38,0.67,0.00,0.14,1959.00,0.17,0.00,0.32,0.00
"Block Group 2, Census Tract 4803.02, Hempstead County, Arkansas",941.60,1.11,0.57,0.82,199,0.55,0.00,0.13,0.00,0.81,0.19,0.66,0.91,0.47,0.19,0.87,0.03,0.17,1976.00,0.17,0.17,0.00,0.00
"Block Group 3, Census Tract 4803.02, Hempstead County, Arkansas",160.00,10.46,0.65,0.73,450,0.46,0.12,0.31,0.00,0.61,0.43,0.41,0.73,0.31,0.22,0.57,0.11,0.08,1978.00,0.60,0.11,0.08,0.00
"Block Group 1, Census Tract 4804, Hempstead County, Arkansas",10.80,63.20,0.51,0.19,226,0.47,0.00,0.17,0.06,0.48,0.28,0.68,0.77,0.45,0.26,0.72,0.13,0.04,1987.00,0.71,0.00,0.07,0.00
"Block Group 2, Census Tract 4804, Hempstead County, Arkansas",21.90,42.08,0.55,0.13,262,0.73,0.00,0.17,0.04,0.27,0.22,0.54,0.71,0.29,0.17,0.70,0.09,0.26,1977.00,0.49,0.63,0.04,0.00
"Block Group 3, Census Tract 4804, Hempstead County, Arkansas",24.80,45.40,0.69,0.03,299,0.40,0.00,0.22,0.00,0.41,0.21,0.40,0.82,0.33,0.25,0.67,0.06,0.14,1976.00,0.60,0.03,0.25,0.00
"Block Group 4, Census Tract 4804, Hempstead County, Arkansas",24.50,43.15,0.49,0.01,266,0.60,0.00,0.18,0.02,0.53,0.11,0.58,0.82,0.36,0.25,0.64,0.18,0.15,1981.00,0.51,0.00,0.14,0.00
"Block Group 1, Census Tract 4805, Hempstead County, Arkansas",552.30,2.34,0.48,0.72,189,0.20,0.00,0.28,0.02,0.40,0.03,0.08,0.76,0.48,0.29,0.64,0.13,0.02,1973.00,0.61,0.06,0.28,0.00
"Block Group 2, Census Tract 4805, Hempstead County, Arkansas",619.10,1.15,0.51,0.88,35,0.36,0.11,0.22,0.00,0.86,0.13,0.92,0.90,0.49,0.34,0.73,0.00,0.00,1985.00,0.50,0.03,0.29,0.00
"Block Group 3, Census Tract 4805, Hempstead County, Arkansas",908.60,2.58,0.50,0.50,430,0.56,0.00,0.32,0.05,0.55,0.25,0.22,0.77,0.33,0.21,0.69,0.04,0.11,1977.00,0.47,0.16,0.08,0.00
"Block Group 1, Census Tract 201.01, Hot Spring County, Arkansas",60.50,39.37,0.49,0.23,641,0.57,0.00,0.19,0.10,0.67,0.20,0.78,0.85,0.53,0.27,0.75,0.12,0.12,1983.00,0.73,0.00,0.28,0.00
"Block Group 2, Census Tract 201.01, Hot Spring County, Arkansas",102.90,13.75,0.57,0.16,561,0.65,0.00,0.13,0.04,0.57,0.34,0.70,0.97,0.34,0.33,0.70,0.04,0.20,1983.00,0.50,0.00,0.05,0.00
"Block Group 1, Census Tract 201.02, Hot Spring County, Arkansas",83.00,24.43,0.51,0.28,660,0.47,0.00,0.24,0.01,0.52,0.27,0.65,0.81,0.34,0.29,0.73,0.01,0.08,1988.00,0.70,0.00,0.20,0.00
"Block Group 2, Census Tract 201.02, Hot Spring County, Arkansas",59.40,24.24,0.49,0.04,395,0.39,0.00,0.26,0.02,0.46,0.37,0.69,0.72,0.34,0.23,0.67,0.03,0.05,1979.00,0.63,0.25,0.00,0.00
"Block Group 1, Census Tract 202, Hot Spring County, Arkansas",316.10,1.28,0.61,1.00,77,0.23,0.00,0.52,0.00,0.40,0.45,0.26,0.61,0.19,0.11,0.49,0.00,0.05,1979.00,0.56,0.27,0.43,0.00
"Block Group 2, Census Tract 202, Hot Spring County, Arkansas",1480.10,0.76,0.55,0.42,186,0.50,0.00,0.29,0.07,0.43,0.10,0.27,0.68,0.41,0.27,0.64,0.09,0.04,1968.00,0.66,0.03,0.03,0.00
"Block Group 3, Census Tract 202, Hot Spring County, Arkansas",279.90,2.28,0.42,0.04,161,0.49,0.00,0.21,0.13,0.32,0.29,0.32,0.95,0.48,0.21,0.71,0.04,0.16,1974.00,0.32,0.05,0.20,0.00
"Block Group 4, Census Tract 202, Hot Spring County, Arkansas",399.40,1.83,0.56,0.15,116,0.39,0.00,0.37,0.01,0.55,0.24,0.46,0.65,0.38,0.10,0.77,0.11,0.05,1972.00,0.36,0.00,0.00,0.00
"Block Group 1, Census Tract 203, Hot Spring County, Arkansas",2938.40,0.42,0.48,0.39,150,0.42,0.00,0.25,0.04,0.26,0.09,0.25,0.81,0.40,0.25,0.61,0.10,0.04,1953.00,0.43,0.18,0.11,0.00
"Block Group 2, Census Tract 203, Hot Spring County, Arkansas",328.00,3.14,0.55,0.24,374,0.56,0.00,0.32,0.01,0.25,0.35,0.61,0.89,0.48,0.13,0.76,0.03,0.09,1955.00,0.34,0.40,0.34,0.00
"Block Group 1, Census Tract 204, Hot Spring County, Arkansas",1571.20,0.81,0.48,0.38,350,0.42,0.00,0.23,0.10,0.41,0.27,0.35,0.53,0.14,0.27,0.47,0.12,0.07,1970.00,0.34,0.11,0.16,0.00
"Block Group 2, Census Tract 204, Hot Spring County, Arkansas",2121.10,0.44,0.56,0.56,236,0.55,0.00,0.38,0.03,0.79,0.22,0.44,0.87,0.18,0.39,0.56,0.08,0.11,1969.00,0.45,0.13,0.13,0.00
"Block Group 3, Census Tract 204, Hot Spring County, Arkansas",3929.00,0.23,0.46,0.00,255,0.61,0.00,0.09,0.00,0.58,0.15,0.67,0.96,0.52,0.41,0.79,0.00,0.23,1961.00,0.18,0.00,0.02,0.00
"Block Group 4, Census Tract 204, Hot Spring County, Arkansas",263.50,4.37,0.64,0.35,383,0.59,0.00,0.19,0.00,0.47,0.09,0.65,0.55,0.36,0.12,0.64,0.00,0.08,1988.00,0.46,0.68,0.28,0.00
"Block Group 5, Census Tract 204, Hot Spring County, Arkansas",181.90,7.52,0.50,0.76,298,0.40,0.00,0.30,0.00,0.54,0.33,0.22,0.78,0.42,0.20,0.64,0.20,0.12,1972.00,0.51,0.01,0.01,0.00
"Block Group 1, Census Tract 205, Hot Spring County, Arkansas",11.70,68.90,0.40,0.04,278,0.65,0.00,0.14,0.00,0.49,0.21,0.59,0.99,0.46,0.26,0.72,0.11,0.19,1994.00,0.74,0.00,0.14,0.00
"Block Group 2, Census Tract 205, Hot Spring County, Arkansas",91.00,44.37,0.24,0.15,757,0.38,0.13,0.27,0.01,0.58,0.38,0.60,0.94,0.41,0.34,0.81,0.09,0.12,1989.00,0.44,0.05,0.12,0.00
